;;;3;2;13;Basic surface report;
;;;;;;(Main part of data for representation of METAR/SPECI code in BUFR);
3;7;11;0;1;63;ICAO location indicator;CCCC
;;;0;2;1;Type of station;(AUTO)
;;;3;1;11;Year, month, day (YY);
;;;3;1;12;GG, gg;
;;;3;1;24;Latitude-longitude (coarse accuracy), height of station;
;;;0;7;6;Height above station (= height of an anemometer);
;;;0;11;1;Wind direction;ddd
;;;0;11;16;Extreme counterclockwise wind direction of a variable wind;dndndn
;;;0;11;17;Extreme clockwise wind direction of a variable wind;dxdxdx
;;;0;11;2;Wind speed;ff
;;;0;11;41;Maximum wind speed (gusts);fmfm
;;;0;7;6;Height above station (= height of a thermometer);
;;;0;12;1;Temperature;T´T´
;;;0;12;3;Dew-point temperature;T´dT´d
;;;0;10;52;Altimeter setting (QNH);PHPHPHPH
;;;0;20;9;General Weather Indicator TAF/METAR;
 ;;;;;;;
;;;;;;(DvVVVV);
3;7;12;1;3;0;Delayed replication of 3 descriptors;
;;;0;31;1;Number of replication (up to 3);
;;;0;8;23;First order statistics;
;;;0;5;21;Direction of visibility observed;Dv
;;;0;20;1;Horizontal visibility;VVVV
;;;;;;(DRDRVRVRVRVR);
3;7;13;1;6;0;Delayed replication of 6 descriptors;
;;;0;31;1;Number of replication (up to 4);
;;;0;1;64;Runway designator;DRDR
;;;0;8;14;Qualification for runway visual range;
;;;0;20;61;Runway visual range;VRVRVRVR
;;;0;8;14;Qualification for runway visual range;
;;;0;20;61;Runway visual range;VRVRVRVR
;;;0;20;18;Tendency of runway visual range;i
;;;;;;(w´w´);
3;7;14;1;1;0;Delayed replication of 1 descriptor;
;;;0;31;1;Number of replication (up to 3);
;;;0;20;19;Significant present weather;w´w´
;;;;;;(Clouds group(s));
3;7;15;1;1;0;Delayed replication of 1 descriptor;
;;;0;31;1;Number of replication;
;;;3;2;5;(NsNsNs, CC, hshshs);
;;;0;20;2;Vertical visibility;VVhshshs
;;;;;;(REw´w´);
3;7;16;1;1;0;Delayed replication of 1 descriptor;
;;;0;31;1;Number of replication (up to 3);
;;;0;20;20;Significant recent weather phenomena;REw´w´
;;;;;;(Wind shear on runways(s));
3;7;17;1;1;0;Delayed replication of 1 descriptor;
;;;0;31;1;Number of replication;
;;;0;11;70;Runway designator of the runway affected by wind shear (including ALL);WS RWYDRDR
;;;;;;(Trend-type landing forecast);
3;7;18;0;8;16;Change qualifier of a trend-type;TTTTT
;;;;;;forecast or an aerodrome forecast;
;;;1;2;0;Delayed replication of 2 descriptors;
;;;0;31;1;Number of replication (up to 2);
;;;0;8;17;Qualifier of the time when the forecast;TT
;;;;;;change is expected (FM, TL, AT);
;;;3;1;12;GG, gg;
;;;1;4;0;Delayed replication of 4 descriptor;
;;;0;31;1;Number of replication (up to 1);
;;;0;7;6;Height above station;
;;;0;11;1;Wind direction;ddd
;;;0;11;2;Wind speed;ff
;;;0;11;41;Maximum wind speed (gusts);fmfm
;;;0;20;9;General Weather Indicator;
;;;1;1;0;Delayed replication of 1 descriptor;
;;;0;31;1;Number of replication (up to 1);
;;;0;20;1;Horizontal visibility;VVVV
;;;3;7;14;w´w´;
;;;;;;(Short METAR/SPECI);
3;7;20;3;7;11;Main part of data
;;;3;7;14;w´w´
;;;3;7;16;REw´w´
 ;;;;;;
;;;;;;(Total sequence for representation of METAR/SPECI code in BUFR)
3;7;21;3;7;11;Main part of data
;;;3;7;12;DvVVVV
;;;3;7;13;DRDRVRVRVRVR
;;;3;7;14;w´w´
;;;3;7;15;Clouds group(s)
;;;3;7;16;REw´w´
;;;3;7;17;Wind shear on runway(s)
;;;3;7;18;Trend-type landing forecast
;;;3;7;15;Clouds group(s)

 Category 08 - Surface report sequences (sea);;;;;;


TABLE REFERNCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(Buoy/platform — fixed)
3;8;1;3;1;33;Identification, type, date/time, position (high accuracy)
;;;3;2;11;Basic surface report
;;;0;22;42;Sea-surface temperature
;;;;;;(Buoy/platform — fixed)
3;8;2;3;1;34;Identification, type, date/time, position (coarse accuracy)
;;;3;2;11;Basic surface report
;;;0;22;42;Sea-surface temperature
;;;;;;(Buoy/platform — moving)
3;8;3;3;1;35;Identification, movement, type, date/time, position (coarse accuracy)
;;;3;2;11;Basic surface report
;;;0;22;42;Sea-surface temperature
;;;;;;(Ship)
3;8;4;3;1;36;Identification, movement, type, date/time, position (coarse accuracy)
;;;3;2;11;Basic surface report
;;;0;22;42;Sea-surface temperature
3;8;5;3;8;4;Basic ship report
;;;3;2;24;Wind waves and swell waves
;;;;;;(Buoy Section 1 optional parameters)
3;8;6;0;10;4;Pressure
;;;0;10;61;3-hour pressure change
;;;0;10;63;Characteristic of pressure tendency
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
;;;0;12;4;Dry-bulb temperature at 2 m
;;;0;13;3;Relative humidity
;;;0;22;42;Sea temperature
3;8;7;3;1;55;Identification, movement type, date/time, position (high accuracy)
;;;3;2;11;Basic surface report
;;;0;7;62;Depth below sea/water surface
;;;0;22;42;Sea/water temperature

Note:;Descriptor 3 08 007 should be used instead of 3 08 003 to encode moving buoy/platform information.;;;;;

 Category 09 - Vertical sounding sequences (conventional data);;;;;;


TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(Vertical wind profile)
3;9;1;3;1;37;Identification, etc. (land station, high accuracy position)
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;11;Winds at heights
;;;;;;(Vertical wind profile)
3;9;2;3;1;38;Identification, etc. (land station, coarse accuracy position)
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;11;Winds at heights
;;;;;;(Vertical wind profile)
3;9;3;3;1;37;Identification, etc. (land station, high accuracy position)
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;12;Winds at pressure levels
;;;;;;(Vertical wind profile)
3;9;4;3;1;38;Identification, etc. (land station, coarse accuracy position)
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;12;Winds at pressure levels
;;;;;;(Vertical sounding with relative humidity)
3;9;5;3;1;37;Identification, etc. (land station, high accuracy position)
;;;3;2;4;Significant cloud information
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;13;Pressure, geopotential, temperature and wind data
;;;;;;(Vertical sounding with relative humidity)
3;9;6;3;1;38;Identification, etc. (land station, coarse  accuracy position)
;;;3;2;4;Significant cloud information
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;13;Pressure, geopotential, temperature and wind data
;;;;;;(Vertical sounding with dew-point data)
3;9;7;3;1;37;Identification, etc. (land station, high accuracy position)
;;;3;2;4;Significant cloud information
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;14;Pressure, geopotential, temperature and wind data
;;;;;;(Vertical sounding with dew-point data)
3;9;8;3;1;38;Identification, etc. (land station, coarse accuracy position)
;;;3;2;4;Significant cloud information
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;14;Pressure, geopotential, temperature and wind data
 ;;;;;;
TABLE REFERENCE;;;;;;
TABLE REFERENCE;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(Vertical wind profile)
3;9;11;3;1;39;Ship's identification, etc.
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;11;Winds at heights
;;;;;;(Vertical wind profile)
3;9;12;3;1;39;Ship's identification, etc.
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;12;Winds at pressure levels
;;;;;;(Vertical sounding with relative humidity)
3;9;13;3;1;39;Ship's identification, etc.
;;;3;2;4;Significant cloud information
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;13;Pressure, geopotential, temperature and wind data
;;;;;;(Vertical sounding with dew-point data)
3;9;14;3;1;39;Ship's identification, etc.
;;;3;2;4;Significant cloud information
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;14;Pressure, geopotential, temperature and wind data
;;;;;;(Vertical wind profile)
3;9;15;3;1;40;Ship's identification, etc.
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;11;Winds at heights
;;;;;;(Vertical wind profile)
3;9;16;3;1;40;Ship's identification, etc.
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;12;Winds at pressure levels
;;;;;;(Vertical sounding with relative humidity)
3;9;17;3;1;40;Ship's identification, etc.
;;;3;2;4;Significant cloud information
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;13;Pressure, geopotential, temperature and wind data
;;;;;;(Vertical sounding with dew-point data)
3;9;18;3;1;40;Ship's identification, etc.
;;;3;2;4;Significant cloud information
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;14;Pressure, geopotential, temperature and wind data
;;;;;;(Wind profiler — wind data sounding)
3;9;19;3;1;31;Identification, etc.
;;;0;2;3;Type of measuring equipment used
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Replication factor
;;;3;3;11;Winds at heights
 ;;;;;;
TABLE REFERENCE;;;;;;
TABLE REFERENCE;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(Wind profiler — Cartesian coordinates)
3;9;20;3;1;31;Identification, etc.
;;;0;2;3;Type of measuring equipment used
;;;1;4;0;Delayed replication of 4 descriptors
;;;0;31;1;Replication factor
;;;0;7;3;Geopotential
;;;0;11;3;u-component
;;;0;11;4;v-component
;;;0;11;5;w-component
;;;;;;(Ozone sonde flight data)
3;9;30;0;15;4;Ozone sounding correction factor
;;;0;15;5;Ozone p
;;;1;4;0;Delayed replication of 4 descriptors
;;;0;31;1;Replication factor
;;;0;4;15;"Time increment since launch time, if needed; in minutes"
;;;0;8;6;Ozone vertical sounding significance
;;;0;7;4;Pressure
;;;0;15;3;Measured ozone partial pressure

 Category 10 - Vertical sounding sequences (satellite data);;;;;;

TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(Satellite — brightness temperature)
3;10;1;3;1;42;Identification, method, date/time
;;;3;3;31;Significance data, land/sea, skin temperature
;;;3;3;32;Cloud
;;;1;1;26;Replicate 1 descriptor 26 times
;;;3;3;25;Satellite channel and brightness temperature
;;;;;;(Satellite — low level)
3;10;2;3;1;42;Identification, method, date/time
;;;3;3;31;Significance data, land/sea, skin temperature
;;;3;3;32;Cloud
;;;1;1;9;Replicate 1 descriptor 9 times
;;;3;3;23;Layer mean temperature
;;;;;;(Satellite — high level)
3;10;3;3;1;42;Identification, method, date/time
;;;3;3;31;Significance data, land/sea, skin temperature
;;;3;3;32;Cloud
;;;1;1;6;Replicate 1 descriptor 6 times
;;;3;3;23;Layer mean temperature
;;;;;;(Satellite — precipitable water)
3;10;4;3;1;42;Identification, method, date/time
;;;3;3;31;Significance data, land/sea, skin temperature
;;;3;3;32;Cloud
;;;1;1;3;Replicate 1 descriptor 3 times
;;;3;3;24;Precipitable water

3;10;5;3;1;42;Identification, method, date/time
;;;3;3;31;Significance data, land/sea, skin temperature
;;;3;3;33;Cloud
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Delayed descriptor replication factor
;;;3;3;25;Satellite channel and brightness temperature

3;10;6;3;1;42;Identification, method, date/time
;;;3;3;31;Significance data, land/sea, skin temperature
;;;3;3;33;Cloud
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Delayed descriptor replication factor
;;;3;3;23;Layer mean temperature

3;10;7;3;1;42;Identification, method, date/time
;;;3;3;31;Significance data, land/sea, skin temperature
;;;3;3;33;Cloud
;;;1;1;0;Delayed replication of 1 descriptor
;;;0;31;1;Delayed descriptor replication factor
;;;3;3;24;Precipitable water
 ;;;;;;
;;;;;;(ATOVS HIRS report)
3;10;8;3;10;11;ATOVS field of view variables
;;;1;1;19;Replicate 1 descriptor 19 times
;;;3;10;12;ATOVS channel variables
;;;0;2;150;TOVS/ATOVS/AVHRR instrumentation channel number
;;;0;25;79;Albedo-radiance solar filtered irradiance for ATOVS
;;;0;25;80;Albedo-radiance equivalent filter width for ATOVS
;;;0;33;32;Channel quality flags for ATOVS
;;;0;14;45;Channel radiance
;;;;;;(ATOVS AMSU-A report)
3;10;9;3;10;11;ATOVS field of view variables
;;;1;1;15;Replicate 1 descriptor 15 times
;;;3;10;12;ATOVS channel variables
;;;;;;(ATOVS AMSU-B report)
3;10;10;3;10;11;ATOVS field of view variables
;;;1;1;5;Replicate 1 descriptor 5 times
;;;3;10;12;ATOVS channel variables
;;;;;;(ATOVS field of view variables)
3;10;11;0;8;70;TOVS/ATOVS product qualifier
;;;0;1;33;Identification of originating/generating centre
;;;0;1;34;Identification of originating/generating centre
;;;0;8;70;TOVS/ATOVS product qualifier
;;;0;1;33;Identification of originating/generating centre
;;;0;1;34;Identification of originating/generating centre
;;;0;1;7;Satellite identification
;;;0;2;48;Satellite sensor indicator
;;;0;5;40;Orbit number
;;;0;25;75;Satellite antenna corrections version number
;;;2;1;133;Change width
;;;0;5;41;Scan line number
;;;2;1;0;Change width
;;;0;5;43;Field of view number
;;;0;25;70;Major frame count
;;;0;33;30;Scan line status flags for ATOVS
;;;0;33;31;Scan line quality flags for ATOVS
;;;0;4;1;Year
;;;0;4;2;Month
;;;0;4;3;Day
;;;0;4;4;Hour
;;;0;4;5;Minute
;;;2;2;131;Change scale
;;;2;1;138;Change width
;;;0;4;6;Second
;;;2;1;0;Change width
;;;2;2;0;Change scale
;;;0;5;1;Latitude
;;;0;6;1;Longitude
;;;2;2;126;Change scale
;;;0;7;1;Height of station
;;;2;2;0;Change scale
;;;0;7;24;Satellite zenith angle
;;;0;5;21;Satellite azimuth
;;;0;7;25;Solar zenith angle
;;;0;5;22;Solar azimuth
;;;0;33;33;Field of view quality flags for ATOVS
;;;0;2;151;Radiometer identifier
;;;0;12;64;Instrument temperature
;;;0;2;151;Radiometer identifier
;;;0;12;64;Instrument temperature
;;;0;2;151;Radiometer identifier
;;;0;12;64;Instrument temperature
;;;0;2;151;Radiometer identifier
;;;0;12;64;Instrument temperature
;;;;;;(ATOVS channel variables)
3;10;12;0;2;150;TOVS/ATOVS/AVHRR instrumentation channel number
;;;0;25;76;Log–10 of (temperature-radiance central wavenumber) for ATOVS
;;;0;25;77;Bandwidth correction coefficient 1 for ATOVS
;;;0;25;78;Bandwidth correction coefficient 2 for ATOVS
;;;0;33;32;Channel quality flags for ATOVS
;;;2;1;132;Change width
;;;2;2;129;Change scale
;;;0;12;63;Brightness temperature
;;;2;2;0;Change scale
;;;2;1;0;Change width
;;;;;;(AVHRR (GAC) report)
3;10;13;0;1;7;Satellite ID
;;;0;5;40;Orbit number
;;;0;4;1;Year
;;;0;4;2;Month
;;;0;4;3;Day
;;;0;4;4;Hour
;;;0;4;5;Minute
;;;0;4;6;Second
;;;0;5;1;Latitude
;;;0;6;1;Longitude
;;;0;7;25;Solar zenith angle
;;;0;5;43;Field of view number
;;;0;25;85;Fraction of clear pixels in HIRS field of view
;;;2;1;131;Change width
;;;2;2;129;Change scale
;;;0;2;150;TOVS/ATOVS/AVHRR instrumentation channel number
;;;0;8;23;First order statistics
;;;0;8;72;Pixel(s) type
;;;0;14;27;Albedo
;;;0;8;72;Pixel(s) type
;;;0;14;27;Albedo
;;;0;2;150;TOVS/ATOVS/AVHRR instrumentation channel number
;;;0;8;23;First order statistics
;;;0;8;72;Pixel(s) type
;;;0;14;27;Albedo
;;;0;8;72;Pixel(s) type
;;;0;14;27;Albedo
;;;0;2;150;ATOVS/AVHRR instrumentation channel number
;;;0;8;23;First order statistics
;;;0;8;72;Pixel(s) type
;;;0;14;27;Albedo
;;;0;8;72;Pixel(s) type
;;;0;14;27;Albedo
;;;2;2;0;Change scale
;;;2;1;0;Change width
;;;2;1;132;Change width
;;;2;2;129;Change scale
;;;0;2;150;ATOVS/AVHRR instrumentation channel number
;;;0;8;23;First order statistics
;;;0;8;72;Pixel(s) type
;;;0;12;63;Brightness temperature
;;;0;8;72;Pixel(s) type
;;;0;12;63;Brightness temperature
;;;0;2;150;ATOVS/AVHRR instrumentation channel number
;;;0;8;23;First order statistics
;;;0;8;72;Pixel(s) type
;;;0;12;63;Brightness temperature
;;;0;8;72;Pixel(s) type
;;;0;12;63;Brightness temperature
;;;0;8;23;First order statistics
;;;0;8;72;Pixel(s) type
;;;0;12;63;Brightness temperature
;;;0;8;72;Pixel(s) type
;;;0;12;63;Brightness temperature
;;;0;2;150;ATOVS/AVHRR instrumentation channel number
;;;0;8;23;First order statistics
;;;0;8;72;Pixel(s) type
;;;0;12;63;Brightness temperature
;;;0;8;72;Pixel(s) type
;;;0;12;63;Brightness temperature
;;;2;2;0;Change scale
;;;2;1;0;Change width
;;;;;;(Satellite — geostationnary wind data)
3;10;14;3;1;72;Satellite identification, date, time, latitude, longitude
;;;3;3;41;Wind sequence
;;;3;4;11;GOES-I/M information
;;;;;;(Meteosat radiace data)
3;10;15;3;1;72;Satellite identification
;;;0;7;24;Satellite zenith angle
;;;0;10;2;Height
;;;3;3;41;Wind sequence
;;;1;1;3;Replicate next descriptor 3 times
;;;3;4;32;Cloud fraction
;;;0;2;152;Satellite instrument used in data processing
;;;0;2;24;Integrated mean humidity computational method
;;;0;7;4;Pressure
;;;0;7;4;Pressure
;;;0;13;3;Relative humidity
;;;1;1;3;Replicate next descriptor 3 times
;;;3;4;33;Clear sky radiance
;;;;;;(Meteosat Second Generation (MSG) radiance data)
3;10;16;3;1;72;Satellite identification
;;;0;7;24;Satellite zenith angle
;;;0;10;2;Height
;;;3;3;41;Wind sequence
;;;1;1;12;Replicate next descriptor 12 times
;;;3;4;32;Cloud fraction
;;;0;2;152;Satellite instrument used in data processing
;;;0;2;24;Integrated mean humidity computational method
;;;0;7;4;Pressure
;;;0;7;4;Pressure
;;;0;13;3;Relative humidity
;;;1;1;12;Replicate next descriptor 12 times
;;;3;4;33;Clear sky radiance
 ;;;;;;
;;;;;;(Retrieved ozone data)
3;10;20;3;10;22;
;;;3;1;11;Year, month, day
;;;3;1;13;Hour, minute, second
;;;3;1;21;Lat., long. (high accuracy)
;;;3;4;34;
;;;3;10;21;

3;10;21;1;8;0;Delayed replication of 8 next descriptors
;;;0;31;1;Delayed descriptor replication factor
;;;2;1;131;Change data width
;;;2;2;129;Change scale
;;;0;7;4;Pressure
;;;0;7;4;Pressure
;;;2;2;0;Change scale to Table B
;;;2;1;0;Change data width to Table B
;;;0;15;20;Integrated 03 density
;;;0;10;2;Height

3;10;22;0;1;7;Satellite identifier
;;;0;2;19;Satellite instrument used
;;;0;1;33;Identification of originating/generating centre
;;;0;2;172;Product type for retrieved atmospheric gases

 Category 11 - Single level report sequences (conventional data);;;;;;


TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(Aircraft reports)
3;11;1;3;1;51;ASDAR aircraft identifier, navigational system, date/time, position, phase of aircraft flight
;;;0;7;2;Altitude
;;;0;12;1;Temperature
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
;;;0;11;31;Degree of turbulence
;;;0;11;32;Height of base of turbulence
;;;0;11;33;Height of top of turbulence
;;;0;20;41;Airframe icing
;;;;;;(ACARS reports)
3;11;2;3;1;65;ACARS identification
;;;3;1;66;ACARS location
;;;3;11;3;ACARS standard reported variables
;;;3;11;4;ACARS supplementary reported variables
;;;;;;(ACARS standard reported variables)
3;11;3;0;10;70;Indicated aircraft altitude
;;;0;11;1;Wind direction
;;;0;11;2;Wind speed
;;;0;12;1;Temperature/dry-bulb temperature
;;;0;13;2;Mixing ratio
;;;;;;(ACARS supplementary reported variables)
3;11;4;1;1;0;Delayed replication of one descriptor
;;;0;31;0;Short delayed descriptor replication factor
;;;0;11;34;Vertical gust velocity
;;;1;1;0;Delayed replication of one descriptor
;;;0;31;0;Short delayed descriptor replication factor
;;;0;11;35;Vertical gust acceleration
;;;1;1;0;Delayed replication of one descriptor
;;;0;31;0;Short delayed descriptor replication factor
;;;0;11;75;Mean turbulence intensity (eddy dissipation rate)
;;;1;1;0;Delayed replication of one descriptor
;;;0;31;0;Short delayed descriptor replication factor
;;;0;11;76;Peak turbulence intensity (eddy dissipation rate)
;;;1;1;0;Delayed replication of one descriptor
;;;0;31;0;Short delayed descriptor replication factor
;;;0;33;25;ACARS interpolated values
;;;1;1;0;Delayed replication of one descriptor
;;;0;31;0;Short delayed descriptor replication factor
;;;0;33;26;Mixing ratio quality


 Category 12 - Single level report sequences (satellite data);;;;;;


TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
3;12;1;3;1;43;Satellite identifier, instrumentation, location, date/time
;;;3;4;1;Cloud top pressure, temperature, wind
3;12;2;3;1;43;Satellite identifier, instrumentation, location, date/time
;;;3;4;2;Cloud top pressure, wind
3;12;3;3;1;42;Satellite identifier, instrumentation, location, date/time
;;;3;4;3;Surface temperature
3;12;4;3;1;42;Satellite identifier, instrumentation, location, date/time
;;;3;4;4;Cloud cover
3;12;5;3;1;42;Satellite identifier, instrumentation, location, date/time
;;;0;20;14;Height of top of cloud
3;12;6;3;1;44;Satellite identifier, instrumentation, location, date/time
;;;3;4;5;Layer mean relative humidity
3;12;7;3;1;42;Satellite identifier, instrumentation, location, date/time
;;;3;4;6;Radiation
;;;;;;(Orbital information, Part I)
3;12;10;0;1;7;Satellite identifier
;;;0;5;40;Orbit number
;;;0;2;21;Satellite instrumentation
;;;0;5;41;Scan line number
;;;0;4;1;Year
;;;0;4;43;Day of year
;;;;;;(Orbital information, Part II)
3;12;11;2;2;131;Change scale
;;;2;1;149;Change width
;;;0;4;6;Second
;;;2;1;0;Change width
;;;2;2;126;Change scale
;;;0;10;2;Height
;;;2;2;0;Change scale
;;;0;5;43;Field of view number
;;;0;5;53;Field of view number increment
;;;;;;(HIRS brightness temperatures — channels 1–19)
3;12;12;2;2;129;Change scale
;;;2;1;132;Change width
;;;1;1;19;Replicate 1 descriptor 19 times
;;;0;12;63;Brightness temperature
;;;2;1;0;Change width
;;;2;2;0;Change scale
;;;;;;(HIRS brightness temperatures — channel 20)
3;12;13;0;5;42;Channel number
;;;2;2;129;Change scale
;;;2;1;135;Change width
;;;0;12;63;Brightness temperature
;;;2;1;0;Change width
;;;2;2;0;Change scale
 ;;;;;;

TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(HIRS satellite data)
3;12;14;3;12;10;Orbital information, Part I
;;;3;12;11;Orbital information, Part II
;;;1;5;56;Replicate 5 descriptors 56 times
;;;3;1;23;Latitude and longitude (coarse accuracy)
;;;0;5;42;Channel number
;;;0;5;52;Channel number increment
;;;3;12;12;HIRS brightness temperatures — channels 1–19
;;;3;12;13;HIRS brightness temperature — channel 20
;;;;;;(MSU brightness temperatures — channels 1–4)
3;12;15;1;9;11;Replicate 9 descriptors 11 times
;;;3;1;23;Latitude and longitude (coarse accuracy)
;;;0;5;42;Channel number
;;;0;5;52;Channel number increment
;;;2;2;129;Change scale
;;;2;1;132;Change width
;;;1;1;4;Replicate 1 descriptor 4 times
;;;0;12;63;Brightness temperature
;;;2;2;0;Change scale
;;;2;1;0;Change width
;;;;;;(MSU satellite data)
3;12;16;3;12;10;Orbital information, Part I
;;;3;12;11;Orbital information, Part II
;;;3;12;15;MSU brightness temperatures — channels 1–4
;;;;;;(SSU brightness temperatures — channels 1–3)
3;12;17;1;9;8;Replicate 9 descriptors 8 times
;;;3;1;23;Latitude and longitude (coarse accuracy)
;;;0;5;42;Channel number
;;;0;5;52;Channel number increment
;;;2;2;129;Change scale
;;;2;1;132;Change width
;;;1;1;3;Replicate 1 descriptor 3 times
;;;0;12;63;Brightness temperature
;;;2;2;0;Change scale
;;;2;1;0;Change width
;;;;;;(SSU satellite data)
3;12;18;3;12;10;Orbital information, Part I
;;;3;12;11;Orbital information, Part II
;;;3;12;17;SSU brightness temperatures — channels 1–3
;;;;;;(Wave scatterometer product with width change for wave number (spectral))
3;12;19;3;1;47;Product header
;;;3;1;48;Radar parameters
;;;0;15;15;Maximum spectrum composition before normalisation
;;;0;29;2;Coordinate grid type
;;;0;21;76;Representation of intensities
;;;1;6;12;Repeat next 6 descriptors 12 times
;;;2;1;129;Change width to 14 bits
;;;0;6;30;Wave number (spectral)
;;;2;1;0;Change width to Table B
;;;1;2;12;Repeat next 2 descriptors 12 times
;;;0;5;30;Direction (spectral)
;;;0;21;75;Image spectrum intensity
;;;0;21;66;Wave scatterometer product confidence data
;;;;;;(Wave scatterometer product)
3;12;20;3;1;47;Product header
;;;3;1;48;Radar parameters
;;;0;15;15;Maximum spectrum composition before normalization
;;;0;29;2;Coordinate grid type
;;;0;21;76;Representation of intensities
;;;1;4;12;Repeat next 4 descriptors 12 times
;;;0;6;30;Wave number (spectral)
;;;1;2;12;Repeat next 2 descriptors 12 times
;;;0;5;30;Direction (spectral)
;;;0;21;75;Spectral intensity
;;;0;21;66;Wave scatterometer product confidence data
;;;;;;(Wind scatterometer product)
3;12;21;3;1;47;Product header
;;;1;1;3;Repeat 1 descriptor 3 times
;;;3;1;49;Radar beam data
;;;0;11;12;Wind speed at 10 m
;;;0;11;11;Wind direction at 10 m
;;;0;21;67;Wind product confidence data
;;;;;;(Radar altimeter product)
3;12;22;3;1;47;Product header
;;;0;8;22;Number in average
;;;0;11;12;Wind speed
;;;0;11;50;Standard deviation of horizontal wind speed
;;;0;22;70;Significant wave height
;;;0;22;26;Standard deviation of significant wave height
;;;3;12;41;Altitude
;;;0;10;50;Standard deviation of altitude
;;;0;21;68;Radar altimeter product confidence data
;;;0;21;71;Peakiness
;;;0;21;72;Altimeter calibration status
;;;0;21;73;Altimeter instrument mode
;;;3;12;42;Altitude corrections
;;;0;21;62;Backscatter
;;;0;15;11;Log 10 of integrated electron density
;;;;;;(ATSR sea surface temperature product)
3;12;23;3;1;47;Product header
;;;1;3;3;Repeat 3 descriptors 3 times
;;;0;8;22;Number in average
;;;0;12;61;Skin temperature
;;;0;22;50;Standard deviation of sea surface temperature
;;;0;21;69;SST product confidence data
;;;0;21;85;ATSR sea surface temperature across-track band number
 ;;;;;;
TABLE REFERENCE;;;;;;
TABLE REFERENCES;;;;;;
ELEMENT NAME;;;;;;
F;X;Y;;;;
;;;;;;(Wave scatterometer product enhanced)
3;12;24;3;12;20;(Wave scatterometer product)
;;;0;8;60;Sample scanning mode significance – range
;;;0;8;22;Number in sample
;;;0;8;60;Sample scanning mode signification – horizontal
;;;0;8;22;Number in sample
;;;0;25;14;Azimuth clutter cut-off
;;;0;22;101;Total energy (wavelength > 731 m)
;;;0;22;97;Mean wavelength of image spectrum
;;;0;22;98;Wavelength spread (wavelength > 731 m)
;;;0;22;99;Mean direction (wavelength > 731 m)
;;;0;22;100;Direction spread (wavelength > 731 m)
;;;;;;(Wave scatterometer enhanced product (with change of width for wave number (spectral))
3;12;25;3;12;19;Wave scatterometer product with width change for wave
;;;;;;number (spectral)
;;;0;8;60;Sample scanning mode significance – range
;;;0;8;22;Number in sample
;;;0;8;60;Sample scanning mode significance – horizontal
;;;0;8;22;Number in sample
;;;0;25;14;Azimuth clutter cut-off
