0;8;7;Dimensional significance;Code table;0;0;4;Code table;0;2
0;8;8;Radiation vertical sounding significance;Flag table;0;0;9;Flag table ;0;3
0;8;11;Meteorological feature;Code table;0;0;6;Code table ;0;2
0;8;12;Land/sea qualifier;Code table;0;0;2;Code table ;0;1
0;8;13;Day/night qualifier;Code table;0;0;2;Code table;0;1
0;8;14;Qualifier for runway visual range;Code table;0;0;4;Code table;0;2
0;8;16;Change qualifier of a trend-type forecast or an aerodrome forecast;Code table;0;0;3;Code table;0;1
0;8;17;Qualifier of the time when the forecast change is expected;Code table;0;0;2;Code table;0;1
0;8;18;SEAWINDS land/ice surface type;Flag table;0;0;17;Flag table;0;6
0;8;20;Total number of missing entities (with respect to accumulation or average);Numeric;0;0;16;Numeric;0;5
0;8;21;Time significance;Code table;0;0;5;Code table ;0;2
0;8;22;Total number (with respect to accumulation or average);Numeric;0;0;16;Numeric;0;5
0;8;23;First order statistics;Code table;0;0;6;Code table;0;2
0;8;24;Difference statistics;Code table;0;0;6;Code table ;0;2
0;8;25;Time difference qualifier;Code table;0;0;4;Code table;0;2
0;8;30;Manual on Codes (Volume I.1, Section C) Code table from which data are derived;Numeric;0;0;13;Numeric;0;4
0;8;31;Data category CREX table A;Numeric;0;0;8;Numeric;0;3
0;8;33;Method of derivation of percentage confidence;Code table;0;0;7;Code table;0;3
0;8;35;Type of monitoring exercise;Code table;0;0;3;Code table;0;1
0;8;36;Type of centre or station performing monitoring;Code table;0;0;3;Code table;0;1
0;8;51;Qualifier for number of missing values in calculation of statistic;Code table;0;0;3;Code table ;0;1
0;8;52;Condition for which number of days of occurrence follows;Code table;0;0;5;Code table ;0;2
 ;;;;;;;;;;
TABLE REFERENCE;;;;;;;;;;
TABLE;;;;;;;;;;
ELEMENT NAME;BUFR;CREX;;;;;;;;
F;X;Y;;UNIT;SCALE;REFERENCE VALUE;DATA WIDTH;;;
(Bits);UNIT;SCALE;DATA WIDTH;;;;;;;
(Characters);;;;;;;;;;
0;8;53;Day of occurrence qualifier;Code table;0;0;2;Code table;0;1
0;8;60;Sample scanning mode significance;Code table;0;0;4;Code table;0;2
0;8;70;TOVS/ATOVS product qualifier;Code table;0;0;4;Code table;0;2
0;8;72;Pixel(s) type;Code table;0;0;3;Code table;0;1
0;8;75;Ascending/Descending Orbit Qualifier;Code table;0;0;2;Code table;0;1

Notes:;;;;;;;;;;
-1;Where values are accumulated or averaged (for example over a time period), the total number of values from which the accumulated or averaged values are obtained may be represented using reference 0 08 022.;;;;;;;;;
-2;A previously defined significance may be cancelled by transmitting a “missing” from the appropriate code or flag table.;;;;;;;;;
-3;First order statistics have values with a similar range and the same dimensions as the corresponding reported values (e.g., maxima, minima, means, etc.).;;;;;;;;;
-4;"Difference statistics are difference values; they have dimensions similar to the corresponding reported values with respect to units, but assume a range centred on zero (e.g., the difference between reported and analysed values, the difference between reported and forecast values, etc.).";;;;;;;;;
-5;Descriptor 0 08 025 is to be used with 0 26 003 (time difference).;;;;;;;;;
-6;Descriptor 0 08 033 is to be used by preceding the element 0 33 007 as part of quality control information in order to specify the method used to calculate the percentage confidence.;;;;;;;;;
 Class 10 - Non-coordinate location (vertical);;;;;;;;;;

TABLE REFERENCE;;;;;;;;;;
TABLE;;;;;;;;;;
ELEMENT NAME;BUFR;CREX;;;;;;;;
;;UNIT;SCALE;REFERENCE VALUE;DATA WIDTH (Bits);;;;;
UNIT;;;;;;;;;;
SCALE;DATA;;;;;;;;;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;10;1;Height of land surface;m;0;–400;15;m;0;5
0;10;2;Height;m;–1;–40;16;m;-1;5
0;10;3;Geopotential;m2 s–2;–1;–400;17;m2 s-2;-1;6
0;10;4;Pressure;Pa;–1;0;14;Pa;-1;5
0;10;7;Height;m;0;–1000;17;m;0;6
0;10;8;Geopotential;m2 s–2;0;–10000;20;m2 s-2;0;7
0;10;9;Geopotential height;gpm;0;–1000;17;gpm;0;5
0;10;10;Minimum pressure reduced to mean sea level;Pa;-1;0;14;Pa;-1;5
0;10;11;Maximum pressure reduced to mean sea level;Pa;-1;0;14;Pa;-1;5
0;10;31;In direction of the North Pole, distance from the Earth’s centre;m;2;–1073741824;31;m;2;10
0;10;40;Number of retrieved layers;Numeric;0;0;10;Numeric;0;4
0;10;50;Standard deviation altitude;m;2;0;16;m;2;5
0;10;51;Pressure reduced to mean sea level;Pa;–1;0;14;Pa;-1;5
0;10;52;Altimeter setting (QNH);Pa;–1;0;14;Pa;-1;5
0;10;60;Pressure change;Pa;–1;–1024;11;Pa;-1;4
0;10;61;3-hour pressure change;Pa;–1;–500;10;Pa;-1;4
0;10;62;24-hour pressure change;Pa;–1;–1000;11;Pa;-1;4
0;10;63;Characteristic of pressure tendency;Code table;0;0;4;Code table;0;2
0;10;70;Indicated aircraft altitude;m;0;–400;16;m;0;5

Notes:;;
-1;Vertical elements and pressure shall be used to define values of these elements independent of the element or variable denoting the vertical coordinate.;
-2;The value for descriptor 0 10 031 has been chosen to be suitable for polar orbiting satellites in approximately sun-synchronous orbits.  Geostationary orbits would require greater data widths for distance and slightly less for speed.;
-3;Left handed xyz axes have been chosen for descriptor 0 10 031.;

 Class 11 - Wind and turbulence;;


TABLE REFERENCE;;
TABLE;;
ELEMENT NAME;BUFR;CREX

UNIT;;
SCALE;;
REFERENCE VALUE;DATA WIDTH (Bits);
UNIT;;
SCALE;DATA;;;;;;;;;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;11;1;Wind direction;Degree true;0;0;9;Degree true;0;3
0;11;2;Wind speed;m s–1;1;0;12;m s-1;1;4
0;11;3;u-component;m s–1;1;–4096;13;m s-1;1;4
0;11;4;v-component;m s–1;1;–4096;13;m s-1;1;4
0;11;5;w-component;Pa s–1;1;–512;10;Pa s-1;1;4
0;11;6;w-component;m s–1;2;–4096;13;m s-1;2;4
0;11;10;Wind direction associated with wind speed which follows;Degree true;0;0;9;Degree true;0;3
0;11;11;Wind direction at 10 m;Degree true;0;0;9;Degree true;0;3
0;11;12;Wind speed at 10 m;m s–1;1;0;12;m s-1;1;4
0;11;13;Wind direction at 5 m;Degree true;0;0;9;Degree true;0;3
0;11;14;Wind speed at 5 m;m s–1;1;0;12;m s-1;1;4
0;11;16;Extreme counterclockwise wind direction of a variable wind;Degree true;0;0;9;Degree true;0;3
0;11;17;Extreme clockwise wind direction of a variable wind;Degree true;0;0;9;Degree true;0;3
0;11;19;Steadiness of wind (6);%;0;0;7;%;0;3
0;11;21;Relative vorticity;s–1;9;–65536;17;s-1;9;6
0;11;22;Divergence;s–1;9;–65536;17;s-1;9;6
0;11;23;Velocity potential;m2 s–1;–2;–65536;17;m2 s-1;-2;6
0;11;31;Degree of turbulence;Code table;0;0;4;Code table;0;2
0;11;32;Height of base of turbulence;m;–1;–40;16;m;-1;5
0;11;33;Height of top of turbulence;m;–1;–40;16;m;-1;5
0;11;34;Vertical gust velocity;m s–1;1;–1024;11;m s-1;1;4
0;11;35;Vertical gust acceleration;m s–2;2;–8192;14;m s-2;2;5
0;11;36;Maximum derived equivalent vertical gust speed;m s–1;1;0;10;m s-1;1;4
0;11;37;Turbulence Index;Code table;0;0;6;Code table;0;2
0;11;38;Time of occurrence of Peak Eddy Dissipation Rate;Code table;0;0;5;Code table;0;2
0;11;40;Maximum wind speed (mean wind);m s-1;1;0;12;m s-1;1;4
0;11;41;Maximum wind speed (gusts);m s–1;1;0;12;m s-1;1;4
0;11;42;Maximum wind speed (10-min mean wind);m s–1;1;0;12;m s-1;1;4
0;11;43;Maximum wind gust direction;Degree true;0;0;9;Degree true;0;3
0;11;44;Mean wind direction for surface – 1500 m (5000 feet);Degree true;0;0;9;Degree true;0;3
0;11;45;Mean wind speed for surface – 1500 m (5000 feet);m s–1;1;0;12;m s-1;1;4
0;11;46;Maximum instantaneous wind speed;m s–1;1;0;12;m s-1;1;4
0;11;47;Maximum instantaneous wind speed over 10 minutes;m s–1;1;0;12;m s-1;1;4
0;11;49;Standard deviation of wind direction;Degree true;0;0;9;Degree true;0;3
0;11;50;Standard deviation of horizontal wind speed;m s–1;1;0;12;m s-1;1;4
0;11;51;Standard deviation of vertical wind speed;m s–1;1;0;8;m s-1;1;3
0;11;52;Formal uncertainty in wind speed;m s-1;2;0;13;m s-1;2;5
0;11;53;Formal uncertainty in wind direction;Degree true;2;0;15;Degree true;2;5
0;11;61;Absolute wind shear in 1 km layer below;m s–1;1;0;12;m s-1;1;4
0;11;62;Absolute wind shear in 1 km layer above;m s–1;1;0;12;m s-1;1;4
0;11;70;Designator of the runway affected by wind shear (including ALL);CCITT IA5;0;0;32;Character;0;4
0;11;71;Turbulent vertical momentum flux;m2 s–2;3;–128;14;m2 s-2;3;5
0;11;72;Turbulent vertical buoyancy flux;K m s–1;3;–128;11;K m s-1;3;4
0;11;73;Turbulent kinetic energy;m2 s–2;2;–1024;13;m2 s-2;2;4
0;11;74;Dissipation energy;m2 s–2;2;–1024;10;m2 s-2;2;4
0;11;75;Mean turbulence intensity (eddy dissipation rate);m2/3 s–1;2;0;8;m2/3 s-1;2;3
0;11;76;Peak turbulence intensity (eddy dissipation rate);m2/3 s–1;2;0;8;m2/3 s-1;2;3
0;11;81;Model wind direction at 10m;Degree true;2;0;16;Degree true;2;5
0;11;82;Model wind speed at 10m;m s-1;2;0;14;m s-1;2;4
Notes:;;;;;;;;;;
-1;West to east u-components shall be assigned positive values.;;;;;;;;;
-2;South to north v-components shall be assigned positive values.;;;;;;;;;
-3;Upward w-components shall be assigned positive values where units are m s–1.;;;;;;;;;
-4;Downward w-components shall be assigned positive values where units are Pa s–1.;;;;;;;;;
-5;Wind reporting standards:;;;;;;;;;

;Speed;Direction;;;;;;;;
No observation;Missing;Missing;;;;;;;;
Calm;0;0;;;;;;;;
Normal observation;> 0;1° – 360°;;;;;;;;
Speed only;> 0;Missing
Direction only;Missing;1° – 360°
“Light and variable”;> 0;0

-6;The steadiness factor (descriptor 0 11 019) is the ratio of speed of the monthly mean vector wind to the speed of the monthly mean scalar wind expressed as a percentage.  It is reported to the nearest one percent.;
 Class 12 - Temperature;;

TABLE REFERENCE;;
TABLE;;
ELEMENT NAME;BUFR;CREX

UNIT;;
SCALE;;
REFERENCE VALUE;DATA WIDTH (Bits);
UNIT ;;
SCALE ;DATA ;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;12;1;Temperature/dry-bulb temperature;K;1;0;12;°C;1;3
0;12;2;Wet-bulb temperature;K;1;0;12;°C;1;3
0;12;3;Dew-point temperature;K;1;0;12;°C;1;3
0;12;4;Dry-bulb temperature at 2 m;K;1;0;12;°C;1;3
0;12;5;Wet-bulb temperature at 2 m;K;1;0;12;°C;1;3
0;12;6;Dew-point temperature at 2 m;K;1;0;12;°C;1;3
0;12;7;Virtual temperature;K;1;0;12;°C;1;3
0;12;11;Maximum temperature, at height and over period specified;K;1;0;12;°C;1;3
0;12;12;Minimum temperature, at height and over period specified;K;1;0;12;°C;1;3
0;12;13;Ground minimum temperature, past 12 hours;K;1;0;12;°C;1;3
0;12;14;Maximum temperature at 2 m, past 12 hours;K;1;0;12;°C;1;3
0;12;15;Minimum temperature at 2 m, past 12 hours;K;1;0;12;°C;1;3
0;12;16;Maximum temperature at 2 m, past 24 hours;K;1;0;12;°C;1;3
0;12;17;Minimum temperature at 2 m, past 24 hours;K;1;0;12;°C;1;3
0;12;21;Maximum temperature at 2m;K;2;0;16;°C;2;4
0;12;22;Minimum temperature at 2m;K;2;0;16;°C;2;4
0;12;30;Soil temperature;K;1;0;12;°C;1;3
0;12;51;Standard deviation temperature;K;1;0;10;°C;1;3
0;12;52;Highest daily mean temperature;K;1;0;12;°C;1;3
0;12;53;Lowest daily mean temperature;K;1;0;12;°C;1;3
0;12;61;Skin temperature;K;1;0;12;°C;1;3
0;12;62;Equivalent black body temperature;K;1;0;12;°C;1;3
0;12;63;Brightness temperature;K;1;0;12;°C;1;3
0;12;64;Instrument temperature;K;1;0;12;K;1;4
0;12;65;Standard deviation brightness temperature;K;1;0;12;K;1;4
0;12;71;Coldest cluster temperature;K;1;0;12;K;1;4
0;12;72;Radiance;W m-2 sr-1;6;0;31;W m-2sr-1;6;9
0;12;75;Spectral radiance;W m-3 sr-1;-3;0;16;W m-3sr-1;-3;5
0;12;76;Radiance;W m-2 sr-1;3;0;16;W m-2sr-1;3;5
0;12;101;Temperature/dry-bulb temperature;K;2;0;16;°C;2;4
0;12;102;Wet-bulb temperature;K;2;0;16;°C;2;4
0;12;103;Dew-point temperature;K;2;0;16;°C;2;4
0;12;104;Dry-bulb temperature at 2m;K;2;0;16;°C;2;4
0;12;105;Web-bulb temperature at 2m;K;2;0;16;°C;2;4
0;12;106;Dew-point temperature at 2m;K;2;0;16;°C;2;4
 ;;;;;;;;;;

TABLE;;;;;;;;;;
REFERENCE;;;;;;;;;;
TABLE ;;;;;;;;;;
ELEMENT NAME ;BUFR;CREX;;;;;;;;
;;UNIT;SCALE;REFERENCE VALUE;DATA WIDTH (Bits);;;;;
UNIT;;;;;;;;;;
SCALE ;DATA ;;;;;;;;;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;12;107;Virtual temperature;K;2;0;16;°C;2;4
0;12;111;Maximum temperature, at height and over period specified ;K;2;0;16;°C;2;4
0;12;112;Minimum temperature, at height and over period specified;K;2;0;16;°C;2;4
0;12;113;Ground minimum temperature, past 12 hours;K;2;0;16;°C;2;4
0;12;114;Maximum temperature at 2m, past 12 hours;K;2;0;16;°C;2;4
0;12;115;Minimum temperature at 2m, past 12 hours;K;2;0;16;°C;2;4
0;12;116;Maximum temperature at 2m, past 24 hours;K;2;0;16;°C;2;4
0;12;117;Minimum temperature at 2m, past 24 hours;K;2;0;16;°C;2;4
0;12;130;Soil temperature;K;2;0;16;°C;2;4
0;12;152;Highest daily mean temperature;K;2;0;16;°C;2;4
0;12;153;Lowest daily mean temperature;K;2;0;16;°C;2;4
0;12;161;Skin temperature;K;2;0;16;°C;2;4
0;12;162;Equivalent black body temperature;K;2;0;16;°C;2;4
0;12;163;Brightness temperature;K;2;0;16;°C;2;4
0;12;164;Instrument temperature;K;2;0;16;K;2;5
0;12;171;Coldest cluster temperature;K;2;0;16;K;2;5


Notes:;;;;;;;;;;

-1;Where the expression “at height and over period specified” is entered under ELEMENT NAME, an appropriate vertical location shall be specified using descriptors from class 07, together with an appropriate period using descriptors from class 04.;;;;;;;;;

-2;Descriptor 0 12 076 should be used instead of descriptor 0 12 072 to encode radiance.;;;;;;;;;

 Class 13 - Hygrographic and hydrological elements;;;;;;;;;;


TABLE REFERENCE;;;;;;;;;;
TABLE;;;;;;;;;;
ELEMENT NAME;BUFR;CREX;;;;;;;;

UNIT;;;;;;;;;;
SCALE;;;;;;;;;;
REFERENCE VALUE;DATA WIDTH (Bits);;;;;;;;;
UNIT;;;;;;;;;;
SCALE;DATA;;;;;;;;;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;13;1;Specific humidity;kg kg–1;5;0;14;kg kg-1;5;5
0;13;2;Mixing ratio;kg kg–1;5;0;14;kg kg-1;5;5
0;13;3;Relative humidity;%;0;0;7;%;0;3
0;13;4;Vapour pressure;Pa;–1;0;10;Pa;-1;4
0;13;5;Vapour density;kg m–3;3;0;7;kg m-3;3;3
0;13;6;Mixing heights;m;–1;–40;16;m;-1;5
0;13;7;Minimum relative humidity;%;0;0;7;%;0;3
0;13;8;Maximum relative humidity;%;0;0;7;%;0;3
0;13;11;Total precipitation/total water equivalent;kg m–2;1;–1;14;kg m-2;1;5
0;13;12;Depth of fresh snow;m;2;–2;12;m;2;4
0;13;13;Total snow depth;m;2;–2;16;m;2;5
0;13;14;Rainfall/water equivalent of snow (averaged rate);kg m–2 s–1;4;0;12;kg m-2 s-1;4;4
0;13;15;Snowfall  (averaged rate);m s–1;7;0;12;m s-1;7;4
0;13;16;Precipitable water;kg m–2;0;0;7;kg m-2;0;3
0;13;19;Total precipitation past 1 hour;kg m–2;1;–1;14;kg m-2;1;4
0;13;20;Total precipitation past 3 hours;kg m–2;1;–1;14;kg m-2;1;5
0;13;21;Total precipitation past 6 hours;kg m–2;1;–1;14;kg m-2;1;5
0;13;22;Total precipitation past 12 hours;kg m–2;1;–1;14;kg m-2;1;5
0;13;23;Total precipitation past 24 hours;kg m–2;1;–1;14;kg m-2;1;5
0;13;31;Evapotranspiration;kg m–2;0;0;7;kg m-2;0;3
0;13;32;Evaporation/evapotranspiration;kg m–2;1;0;8;kg m-2;1;3
0;13;33;Evaporation/evapotranspiration;kg m–2;1;0;10;kg m-2;1;4
0;13;38;Superadiabatic indicator;Code table;0;0;2;Code table;0;1
0;13;39;Terrain type (ice/snow);Code table;0;0;3;Code table;0;1
0;13;41;Pasquill-Gifford stability category;Code table;0;0;4;Code table;0;2
0;13;42;Parcel lifted index (to 500 hPa);K;0;–20;6;K;0;2
0;13;43;Best lifted index (to 500 hPa);K;0;–20;6;K;0;2
0;13;51;Frequency group, precipitation;Code table;0;0;4;Code table;0;2
0;13;52;Highest daily amount of precipitation;kg m–2;1;–1;14;kg m-2;1;5
0;13;55;Intensity of precipitation;Kg m-2 s-1;4;0;8;mm h-1 ;1;4
0;13;58;Size of precipitating element;m;4;0;7;mm;1;3
0;13;59;Number of flashes (thunderstorm);Numeric;0;0;7;Numeric;0;3
0;13;60;Total accumulated precipitation;kg m-2;1;-10;17;kg m-2;1;5
0;13;71;Upstream water level;m;2;0;14;m;2;4
0;13;72;Downstream water level;m;2;0;14;m;2;4
0;13;73;Maximum water level;m;2;0;14;m;2;4
TABLE REFERENCE;;;;;;;;;;
TABLE ;;;;;;;;;;
ELEMENT NAME;BUFR;CREX;;;;;;;;

UNIT;;;;;;;;;;
SCALE;REFERENCE VALUE;DATA WIDTH (Bits);;;;;;;;
UNIT;;;;;;;;;;
SCALE;DATA;;;;;;;;;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;13;80;Water pH;pH unit;1;0;10;pH unit;1;3
0;13;81;Water conductivity;Siemens m-1;3;0;14;Siemens m-1;3;4
0;13;82;Water temperature;K;1;0;12;K;1;4
0;13;83;Dissolved oxygen;Kg m-3;6;0;15;kg m-3;6;5
0;13;84;Turbidity;Lumen;0;0;14;Lumen;0;4
0;13;85;Oxydation Reduction Potential (ORP);V;3;0;14;V;3;4

Notes:;;;;;;;;;;
-1;"A precipitation value of -0.1kg m-2 before scaling (-1 after scaling or in CREX) shall indicate a ""trace"" (non-measurable, less than 0.05 kg m-2).";
-2;"A snow depth value of -0.01 m before scaling (-1 after scaling or in CREX) shall indicate a little (less than 0.005 m) snow.  A value of -0.02 m (-2 after scaling or in CREX) shall indicate ""snow cover not continuous"".";
-3;The “parcel lifted index” (as defined in the International Meteorological Vocabulary (WMO–No. 182) under the listing “lifted index”) is defined as the temperature difference between the ambient 500 hPa temperature (T500) and that of a parcel of air lifted from the surface (Tparcel) following the dry and moist adiabatic process.  Negative values of (T500 – Tparcel) suggest instability.  The “best lifted index” is defined as the most unstable of a collection of parcel lifted indices, with parcel initial conditions defined for a collection of 30 hPa thick layers stacked one upon the other with the lowest resting on the ground.  Commonly four to six such layers are used in the calculation.;
-4;"Since the two lifted indices (042 and 043) are defined as temperature differences, they may take on negative values, even though the units are kelvin; hence the non-zero reference value.";
-5;Descriptor 0 13 033 should be used instead of descriptor 0 13 032 to encode evaporation/evapotranspiration.;


 Class 14 - Radiation and radiance;;

TABLE REFERENCE;;
TABLE;;
ELEMENT NAME;BUFR;CREX

UNIT;;
SCALE;REFERENCE VALUE;DATA WIDTH (Bits)
UNIT;;
SCALE;DATA;;;;;;;;;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;14;1;Long-wave radiation, integrated over 24 hours;J m–2;–3;–2048;12;J m-2;-3;4
0;14;2;Long-wave radiation, integrated over period specified;J m–2;–3;–2048;12;J m-2;-3;4
0;14;3;Short-wave radiation, integrated over 24 hours;J m–2;–3;–2048;12;J m-2;-3;4
0;14;4;Short-wave radiation, integrated over period specified;J m–2;–3;–2048;12;J m-2;-3;4
0;14;11;Net long-wave radiation, integrated over 24 hours;J m–2;–3;–2048;12;J m-2;-3;4
0;14;12;Net long-wave radiation, integrated over period specified;J m–2;–3;–2048;12;J m-2;-3;4
0;14;13;Net short-wave radiation, integrated over 24 hours;J m–2;–3;–2048;12;J m-2;-3;4
0;14;14;Net short-wave radiation, integrated over period specified;J m–2;–3;–2048;12;J m-2;-3;4
0;14;15;Net radiation, integrated over 24 hours;J m–2;–4;–16384;15;J m-2;-4;5
0;14;16;Net radiation, integrated over period specified;J m–2;–4;–16384;15;J m-2;-4;5
0;14;17;Instantaneous long-wave radiation;W m–2;–3;–2048;12;W m-2;-3;4
0;14;18;Instantaneous short-wave radiation;W m–2;–3;–2048;12;W m-2;-3;4
0;14;19;Surface albedo;%;0;0;7;%;0;3
0;14;20;Global solar radiation, integrated over 24 hours;J m–2;–4;0;15;J m-2;-4;5
0;14;21;Global radiation, integrated over period specified;J m–2;–4;0;15;J m-2;-4;5
0;14;22;Diffuse solar radiation, integrated over 24 hours;J m–2;–4;0;15;J m-2;-4;5
0;14;23;Diffuse solar radiation, integrated over period specified;J m–2;–4;0;15;J m-2;-4;5
0;14;24;Direct solar radiation, integrated over 24 hours;J m–2;–4;0;15;J m-2;-4;5
0;14;25;Direct solar radiation, integrated over period specified;J m–2;–4;0;15;J m-2;-4;5
0;14;26;Albedo at the top of clouds;%;0;0;7;%;0;3
0;14;27;Albedo;%;0;0;7;%;0;3
0;14;28;Global solar radiation (high accuracy), integrated over period specified;J m-2;-2;0;16;J m-2;-2;5
0;14;29;Diffuse solar radiation (high accuracy), integrated over period specified;J m-2;-2;0;16;J m-2;-2;5
0;14;30;Direct solar radiation (high accuracy), integrated over period specified;J m-2;-2;0;16;J m-2;-2;5
0;14;31;Total sunshine;Minute;0;0;11;Minute;0;4
0;14;32;Total sunshine;Hour;0;0;10;Hour;0;4
0;14;33;Total sunshine;%;0;0;9;%;0;3
;;BUFR;CREX;;;;;;;
TABLE REFERENCE;TABLE;;;;;;;;;
ELEMENT NAME;UNIT;SCALE;REFERENCE VALUE;DATA WIDTH;;;;;;
(Bits);UNIT;SCALE;DATA WIDTH;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;14;34;Sunshine over period specified;Minute;0;0;11;Minute;0;4
0;14;42;Bi-directional reflectance;%;0;0;7;%;0;3
0;14;45;Channel radiance;Wm–2 sr–1 cm–1;0;0;11;Wm-2sr-1cm-1;0;4
0;14;51;Direct solar radiation integrated over last hour;J m-2;-3;0;14;Jm-2;-3;4

Notes:;;;;;;;;;;
-1;Downward radiation shall be assigned negative values.;;;;;;;;;
-2;Upward radiation shall be assigned positive values.;;;;;;;;;
-3;Where the expression “period specified” is entered under ELEMENT NAME, an appropriate period shall be specified using descriptors from class 04.;;;;;;;;;
-4;Channel radiance (014045) uses cm to represent the wave number.;;;;;;;;;
 ;;;;;;;;;;

 Class 15 - Physical/chemical constituents;;;;;;;;;;


TABLE REFERENCE;;;;;;;;;;
TABLE;;;;;;;;;;
ELEMENT NAME;BUFR;CREX;;;;;;;;

UNIT;;;;;;;;;;
SCALE;REFERENCE VALUE;DATA WIDTH (Bits);;;;;;;;
UNIT;;;;;;;;;;
SCALE;DATA;;;;;;;;;
WIDTH;;;;;;;;;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;15;1;Ozone;Dobson;0;0;10;DU;0;4
0;15;2;Air mass (slant path at 22 km);Numeric;2;0;10;Numeric;2;3
0;15;3;Measured ozone partial pressure (sounding);Pascal;4;0;9;nbar;0;3
0;15;4;Ozone sounding correction factor;Numeric;3;0;11;Numeric;3;4
0;15;5;Ozone p;DU;0;0;10;DU;0;3
0;15;11;Log 10 of integrated electron density;log (1/m2);3;14000;13;log (m-2);3;4
0;15;15;Maximum image spectral component before normalization;Numeric;0;0;31;Numeric;0;10
0;15;20;Integrated 03 density;kg m-2;8;0;21;Kg m-2;8;7

Notes:;;;;;;;;;;

-1;0 15 003 is partial pressur of ozone, measured at the pressure level identified by 0 07 004.;;;;;;;;;

-2;0 15 004 (CF) is defined as:;;;;;;;;;
;CF = TOI/TOS;;;;;;;;;
"where TOI is the integrated ozone value obtained ""simultaneously to a sounding"" from a Dobson or Brewer spectrophotometer at the site or ""nearby"" and TOS is the total ozone obtained from the sounding.  TOS is sum of the integrated ozone below the lowest pressure level reached by the sounding and the estimate of the amount above.  In the absence of any spectrophotometer measurement, CF = Missing value.";;;;;;;;;;

-3;0 15 005 is the value obtained as the result of the vertical integration of the sounding values (0 15 003) measured below the lowest pressure level reached by the sonde, multiplied by 0 15 004.;

-4;DU = Dobson unit.;

 Class 19 - Synoptic features;;


TABLE REFERENCE;;
TABLE;;
ELEMENT NAME;BUFR;CREX

UNIT;;
SCALE;REFERENCE VALUE;DATA WIDTH (Bits)
UNIT;;
SCALE;DATA;
WIDTH;;
(Characters);;;;;;;;;;
F;X;Y;;;;;;;;
0;19;1;Type of synoptic feature;Code table;0;0;6;Code table;0;2
0;19;2;Effective radius of feature;m;–2;0;12;m;-2;4
0;19;3;Wind speed threshold;m s–1;0;0;8;m s-1;0;3
0;19;4;Effective radius with respect to wind speeds above threshold;m;–2;0;12;m;-2;4
0;19;5;Direction of motion of feature;Degree true;0;0;9;Degree true;0;3
0;19;6;Speed of motion of feature;m s–1;2;0;14;m s-1;2;5
0;19;7;Effective radius of feature;m;–3;0;12;m;-3;4
0;19;8;Vertical extent of circulation;Code table;0;0;3;Code table;0;1
0;19;9;Effective radius with respect to wind speeds above threshold (large storms);m;–3;0;12;m;-3;4
0;19;10;Method for tracking the centre of synoptic feature;Code table;0;0;4;Code table;0;2

Notes:;;;;;;;;;;

-1;The effective radius of feature shall be defined with respect to the radius of the 1000-hPa isobars at mean sea level.;;;;;;;;;

-2;Maximum wind and effective radius of maximum wind shall be indicated by means of the 0 19 003 and 0 19 004 entries.;

 Class 20 - Observed phenomena;;


TABLE REFERENCE;;
TABLE;;
ELEMENT NAME;BUFR;CREX

UNIT;;
SCALE;REFERENCE VALUE;DATA WIDTH (Bits)
UNIT;;
SCALE;DATA;
WIDTH;;
(Characters);;
F;X;Y;;;;;;;;
0;20;1;Horizontal visibility;m;–1;0;13;m;-1;4
0;20;2;Vertical visibility;m;–1;0;7;m;-1;3
0;20;3;Present weather (see note 1);Code table;0;0;9;Code table;0;3
0;20;4;Past weather (1) (see note 2);Code table;0;0;5;Code table;0;2
0;20;5;Past weather (2) (see note 2);Code table;0;0;5;Code table;0;2
0;20;8;Cloud distribution for aviation;Code table;0;0;5;Code table;0;2
0;20;9;General Weather Indicator (TAF/METAR);Code table;0;0;4;Code table;0;2
0;20;10;Cloud cover (total);%;0;0;7;%;0;3
0;20;11;Cloud amount;Code table;0;0;4;Code table;0;2
0;20;12;Cloud type;Code table;0;0;6;Code table;0;2
0;20;13;Height of base of cloud;m;–1;–40;11;m;-1;4
0;20;14;Height of top of cloud;m;–1;–40;11;m;-1;4
0;20;15;Pressure at base of cloud;Pa;–1;0;14;Pa;-1;5
0;20;16;Pressure at top of cloud;Pa;–1;0;14;Pa;-1;5
0;20;17;Cloud top description;Code table;0;0;4;Code table;0;2
0;20;18;Tendency of runway visual range;Code table;0;0;2;Code table;0;1
0;20;19;Significant present or forecast weather;CCITT IA5;0;0;72;Character;0;9
